candidate	site_lock_id	rule	status	bound_min_nm	bound_max_nm	ref_min_nm	ref_max_nm
LiD3-Flex	central_Asp11	shared_start_to_bound_cutoff__final_shared_non_guard_reference	LOCKED_PRE_PMF	0.3537	0.5500	1.9479	2.2479
