campaign	relative_path	size_bytes	mtime_utc
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_010_1.05nm/umbrella_eq.cpt	1638668	2026-07-19T08:04:06.1481867680Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_010_1.05nm/umbrella_eq.edr	325400	2026-07-19T08:04:06.3691867290Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_010_1.05nm/umbrella_eq.xtc	123994552	2026-07-19T08:04:06.1651867650Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_010_1.05nm/umbrella_eq_prev.cpt	1638392	2026-07-19T08:04:06.1521867670Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_010_1.05nm/umbrella_prev.cpt	1637580	2026-07-22T13:19:30.3822757380Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_011_1.12nm/umbrella.cpt	1638648	2026-07-20T23:36:09.0623946340Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_011_1.12nm/umbrella.edr	1297400	2026-07-20T23:36:09.2053944660Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_011_1.12nm/umbrella.xtc	495236132	2026-07-20T23:36:09.0773946160Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_011_1.12nm/umbrella_eq.cpt	1638668	2026-07-18T21:42:19.1926222410Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_011_1.12nm/umbrella_eq.edr	325400	2026-07-18T21:42:19.3036224190Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_011_1.12nm/umbrella_eq.xtc	123994216	2026-07-18T21:42:19.2006222540Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_011_1.12nm/umbrella_eq_prev.cpt	1638392	2026-07-18T21:42:19.1946222440Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_011_1.12nm/umbrella_prev.cpt	1638372	2026-07-20T23:36:09.0643946310Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_012_1.20nm/umbrella.cpt	1638648	2026-07-21T03:26:35.1201716610Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_012_1.20nm/umbrella.edr	1297400	2026-07-21T03:26:35.2361717130Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_012_1.20nm/umbrella.xtc	495235508	2026-07-21T03:26:35.1341716680Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_012_1.20nm/umbrella_eq.cpt	1638668	2026-07-18T23:54:12.2547036990Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_012_1.20nm/umbrella_eq.edr	325400	2026-07-18T23:54:12.4587039380Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_012_1.20nm/umbrella_eq.xtc	123994652	2026-07-18T23:54:12.2687037160Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_012_1.20nm/umbrella_eq_prev.cpt	1637600	2026-07-18T23:54:12.2567037020Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_012_1.20nm/umbrella_prev.cpt	1638372	2026-07-21T03:26:35.1251716640Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_013_1.27nm/umbrella.cpt	1638648	2026-07-22T09:39:22.5423951480Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_013_1.27nm/umbrella.edr	1297400	2026-07-22T09:39:22.6543954860Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_013_1.27nm/umbrella.xtc	495236200	2026-07-22T09:39:22.5513951750Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_013_1.27nm/umbrella_eq.cpt	1638668	2026-07-19T11:10:45.9079773400Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_013_1.27nm/umbrella_eq.edr	325400	2026-07-19T11:10:46.0239773510Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_013_1.27nm/umbrella_eq.xtc	123994944	2026-07-19T11:10:45.9219773420Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_013_1.27nm/umbrella_eq_prev.cpt	1638392	2026-07-19T11:10:45.9129773410Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_013_1.27nm/umbrella_prev.cpt	1638372	2026-07-22T09:39:22.5453951570Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_014_1.35nm/umbrella.cpt	1638648	2026-07-21T22:05:07.3973896610Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_014_1.35nm/umbrella.edr	1297400	2026-07-21T22:05:07.5173896240Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_014_1.35nm/umbrella.xtc	495235464	2026-07-21T22:05:07.4113896570Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_014_1.35nm/umbrella_eq.cpt	1638668	2026-07-19T01:52:19.0907389080Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_014_1.35nm/umbrella_eq.edr	325400	2026-07-19T01:52:19.2037389390Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_014_1.35nm/umbrella_eq.xtc	123994336	2026-07-19T01:52:19.1007389110Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_014_1.35nm/umbrella_eq_prev.cpt	1638392	2026-07-19T01:52:19.0937389090Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_014_1.35nm/umbrella_prev.cpt	1637580	2026-07-21T22:05:07.4023896600Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_015_1.42nm/umbrella.cpt	1638648	2026-07-22T15:00:58.3832265680Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_015_1.42nm/umbrella.edr	1297400	2026-07-22T15:00:58.5062267140Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_015_1.42nm/umbrella.xtc	495236856	2026-07-22T15:00:58.3962265830Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_015_1.42nm/umbrella_eq.cpt	1638668	2026-07-20T09:15:31.4697222520Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_015_1.42nm/umbrella_eq.edr	325400	2026-07-20T09:15:31.5977227510Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_015_1.42nm/umbrella_eq.xtc	123994188	2026-07-20T09:15:31.4867223180Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_015_1.42nm/umbrella_eq_prev.cpt	1637600	2026-07-20T09:15:31.4747222720Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_015_1.42nm/umbrella_prev.cpt	1638372	2026-07-22T15:00:58.3882265740Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_016_1.50nm/umbrella.cpt	1638648	2026-07-22T19:21:58.6993535770Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_016_1.50nm/umbrella.edr	1297400	2026-07-22T19:21:58.8503536120Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_016_1.50nm/umbrella.xtc	495236824	2026-07-22T19:21:58.7163535810Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_016_1.50nm/umbrella_eq.cpt	1638668	2026-07-20T19:00:04.7660759470Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_016_1.50nm/umbrella_eq.edr	325400	2026-07-20T19:00:04.8780757460Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_016_1.50nm/umbrella_eq.xtc	123994892	2026-07-20T19:00:04.7760759290Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_016_1.50nm/umbrella_eq_prev.cpt	1637600	2026-07-20T19:00:04.7700759400Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_016_1.50nm/umbrella_prev.cpt	1638372	2026-07-22T19:21:58.7013535780Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_017_1.57nm/umbrella.cpt	1638648	2026-07-22T10:33:43.9942929700Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_017_1.57nm/umbrella.edr	1297400	2026-07-22T10:33:44.1092930570Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_017_1.57nm/umbrella.xtc	495234552	2026-07-22T10:33:44.0062929790Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_017_1.57nm/umbrella_eq.cpt	1638668	2026-07-19T11:21:10.1220768670Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_017_1.57nm/umbrella_eq.edr	325400	2026-07-19T11:21:10.3430769110Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_017_1.57nm/umbrella_eq.xtc	123995228	2026-07-19T11:21:10.1350768690Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_017_1.57nm/umbrella_eq_prev.cpt	1638392	2026-07-19T11:21:10.1270768670Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_017_1.57nm/umbrella_prev.cpt	1638372	2026-07-22T10:33:43.9962929720Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_018_1.65nm/umbrella.cpt	1638648	2026-07-22T06:06:16.2619848290Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_018_1.65nm/umbrella.edr	1297400	2026-07-22T06:06:16.3789848540Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_018_1.65nm/umbrella.xtc	495233380	2026-07-22T06:06:16.2759848320Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_018_1.65nm/umbrella_eq.cpt	1638668	2026-07-19T04:36:13.0853401390Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_018_1.65nm/umbrella_eq.edr	325400	2026-07-19T04:36:13.2193401740Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_018_1.65nm/umbrella_eq.xtc	123995600	2026-07-19T04:36:13.1023401430Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_018_1.65nm/umbrella_eq_prev.cpt	1638392	2026-07-19T04:36:13.0873401400Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_018_1.65nm/umbrella_prev.cpt	1638372	2026-07-22T06:06:16.2639848290Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_019_1.72nm/umbrella.cpt	1638648	2026-07-21T05:07:40.6731469600Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_019_1.72nm/umbrella.edr	1297400	2026-07-21T05:07:40.7871469700Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_019_1.72nm/umbrella.xtc	495236640	2026-07-21T05:07:40.6841469610Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_019_1.72nm/umbrella_eq.cpt	1638668	2026-07-19T04:00:37.7386972970Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_019_1.72nm/umbrella_eq.edr	325400	2026-07-19T04:00:37.8576973820Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_019_1.72nm/umbrella_eq.xtc	123994776	2026-07-19T04:00:37.7466973020Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_019_1.72nm/umbrella_eq_prev.cpt	1637600	2026-07-19T04:00:37.7406972980Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_019_1.72nm/umbrella_prev.cpt	1638372	2026-07-21T05:07:40.6781469600Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_020_1.80nm/umbrella.cpt	1638648	2026-07-21T10:43:18.6605474830Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_020_1.80nm/umbrella.edr	1297400	2026-07-21T10:43:18.7715475930Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_020_1.80nm/umbrella.xtc	495236632	2026-07-21T10:43:18.6685474910Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_020_1.80nm/umbrella_eq.cpt	1638668	2026-07-19T01:29:31.8730460620Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_020_1.80nm/umbrella_eq.edr	325400	2026-07-19T01:29:31.9850459060Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_020_1.80nm/umbrella_eq.xtc	123994440	2026-07-19T01:29:31.8820460500Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_020_1.80nm/umbrella_eq_prev.cpt	1638392	2026-07-19T01:29:31.8760460580Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_020_1.80nm/umbrella_prev.cpt	1638372	2026-07-21T10:43:18.6625474850Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_021_1.87nm/umbrella.cpt	1638648	2026-07-21T07:14:23.5268588520Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_021_1.87nm/umbrella.edr	1297400	2026-07-21T07:14:23.6518588350Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_021_1.87nm/umbrella.xtc	495237708	2026-07-21T07:14:23.5438588500Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_021_1.87nm/umbrella_eq.cpt	1638668	2026-07-19T03:54:29.3663673430Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_021_1.87nm/umbrella_eq.edr	325400	2026-07-19T03:54:29.5123675070Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_021_1.87nm/umbrella_eq.xtc	123994424	2026-07-19T03:54:29.3793673580Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_021_1.87nm/umbrella_eq_prev.cpt	1638392	2026-07-19T03:54:29.3713673490Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_021_1.87nm/umbrella_prev.cpt	1638372	2026-07-21T07:14:23.5308588520Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_022_1.95nm/umbrella.cpt	1638648	2026-07-22T19:59:08.5950825400Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_022_1.95nm/umbrella.edr	1297400	2026-07-22T19:59:08.7060822740Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_022_1.95nm/umbrella.xtc	495235208	2026-07-22T19:59:08.6030825210Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_022_1.95nm/umbrella_eq.cpt	1638668	2026-07-19T01:23:20.4308737000Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_022_1.95nm/umbrella_eq.edr	325400	2026-07-19T01:23:20.5418733340Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_022_1.95nm/umbrella_eq.xtc	123994296	2026-07-19T01:23:20.4378736760Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_022_1.95nm/umbrella_eq_prev.cpt	1638392	2026-07-19T01:23:20.4328736930Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_022_1.95nm/umbrella_prev.cpt	1638372	2026-07-22T19:59:08.5970825350Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_023_2.02nm/umbrella.cpt	1638648	2026-07-22T13:09:17.7943617130Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_023_2.02nm/umbrella.edr	1297400	2026-07-22T13:09:17.9053616750Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_023_2.02nm/umbrella.xtc	495236692	2026-07-22T13:09:17.8023617100Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_023_2.02nm/umbrella_eq.cpt	1638668	2026-07-19T07:56:41.9952909180Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_023_2.02nm/umbrella_eq.edr	325400	2026-07-19T07:56:42.1562908670Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_023_2.02nm/umbrella_eq.xtc	123995400	2026-07-19T07:56:42.0112909130Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_023_2.02nm/umbrella_eq_prev.cpt	1637600	2026-07-19T07:56:42.0022909160Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_023_2.02nm/umbrella_prev.cpt	1638372	2026-07-22T13:09:17.7963617120Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_024_2.10nm/umbrella.cpt	1638648	2026-07-22T13:34:46.7353387830Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_024_2.10nm/umbrella.edr	1297400	2026-07-22T13:34:46.9913388110Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_024_2.10nm/umbrella.xtc	495236668	2026-07-22T13:34:46.7503387840Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_024_2.10nm/umbrella_eq.cpt	1638668	2026-07-18T23:23:42.8300580990Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_024_2.10nm/umbrella_eq.edr	325400	2026-07-18T23:23:42.9400580400Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_024_2.10nm/umbrella_eq.xtc	123994480	2026-07-18T23:23:42.8380580950Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_024_2.10nm/umbrella_eq_prev.cpt	1638392	2026-07-18T23:23:42.8310580980Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_024_2.10nm/umbrella_prev.cpt	1638372	2026-07-22T13:34:46.7403387830Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_025_2.17nm/umbrella.cpt	1638648	2026-07-22T20:34:51.5945730010Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_025_2.17nm/umbrella.edr	1297400	2026-07-22T20:34:51.7535733240Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_025_2.17nm/umbrella.xtc	495237256	2026-07-22T20:34:51.6095730320Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_025_2.17nm/umbrella_eq.cpt	1638668	2026-07-19T00:44:17.5486261840Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_025_2.17nm/umbrella_eq.edr	325400	2026-07-19T00:44:17.6856261590Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_025_2.17nm/umbrella_eq.xtc	123995268	2026-07-19T00:44:17.5656261810Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_025_2.17nm/umbrella_eq_prev.cpt	1638392	2026-07-19T00:44:17.5536261830Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_025_2.17nm/umbrella_prev.cpt	1637580	2026-07-22T20:34:51.6005730130Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_026_2.25nm/umbrella.cpt	1638648	2026-07-21T23:10:29.1846713380Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_026_2.25nm/umbrella.edr	1297400	2026-07-21T23:10:29.3416713650Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_026_2.25nm/umbrella.xtc	495238160	2026-07-21T23:10:29.1996713410Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_026_2.25nm/umbrella_eq.cpt	1638668	2026-07-19T20:23:04.1547276140Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_026_2.25nm/umbrella_eq.edr	325400	2026-07-19T20:23:04.2647276220Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_026_2.25nm/umbrella_eq.xtc	123995004	2026-07-19T20:23:04.1627276140Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_026_2.25nm/umbrella_eq_prev.cpt	1638392	2026-07-19T20:23:04.1567276140Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_026_2.25nm/umbrella_prev.cpt	1638372	2026-07-21T23:10:29.1896713390Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_027_2.32nm/umbrella.cpt	1638648	2026-07-21T21:43:03.9678153620Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_027_2.32nm/umbrella.edr	1297400	2026-07-21T21:43:04.0788153240Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_027_2.32nm/umbrella.xtc	495239260	2026-07-21T21:43:03.9758153590Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_027_2.32nm/umbrella_eq.cpt	1638668	2026-07-19T12:59:01.3008572480Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_027_2.32nm/umbrella_eq.edr	325400	2026-07-19T12:59:01.4138571850Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_027_2.32nm/umbrella_eq.xtc	123995240	2026-07-19T12:59:01.3118572420Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_027_2.32nm/umbrella_eq_prev.cpt	1638392	2026-07-19T12:59:01.3058572460Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_027_2.32nm/umbrella_prev.cpt	1638372	2026-07-21T21:43:03.9698153610Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_028_2.40nm/umbrella.cpt	1638648	2026-07-24T09:21:07.8395036620Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_028_2.40nm/umbrella.edr	1297400	2026-07-24T09:21:07.9065036420Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_028_2.40nm/umbrella.xtc	495236488	2026-07-24T09:21:07.8445036600Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_028_2.40nm/umbrella_eq.cpt	1638668	2026-07-21T21:35:00.9009914600Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_028_2.40nm/umbrella_eq.edr	325400	2026-07-21T21:35:01.0299914090Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_028_2.40nm/umbrella_eq.xtc	123994036	2026-07-21T21:35:00.9179914530Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_028_2.40nm/umbrella_eq_prev.cpt	1638392	2026-07-21T21:35:00.9059914580Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_028_2.40nm/umbrella_prev.cpt	1638372	2026-07-24T09:21:07.8405036610Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_029_2.47nm/umbrella.cpt	1638648	2026-07-22T13:19:11.0572759370Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_029_2.47nm/umbrella.edr	1297400	2026-07-22T13:19:11.1702759350Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_029_2.47nm/umbrella.xtc	495236872	2026-07-22T13:19:11.0652759360Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_029_2.47nm/umbrella_eq.cpt	1638668	2026-07-19T01:16:04.8365604050Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_029_2.47nm/umbrella_eq.edr	325400	2026-07-19T01:16:05.0545606430Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_029_2.47nm/umbrella_eq.xtc	123994356	2026-07-19T01:16:04.8525604220Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_029_2.47nm/umbrella_eq_prev.cpt	1638392	2026-07-19T01:16:04.8405604090Z
LiCl	LiD3-Flex/gromacs/umbrella_sampling/window_029_2.47nm/umbrella_prev.cpt	1638372	2026-07-22T13:19:11.0592759360Z
LiCl	LiDA-1/gromacs/run_eq/step4.1_equilibration.edr	71728	2026-07-13T14:32:43.0000000000Z
LiCl	LiDA-1/gromacs/run_min/min_attempt0.edr	60308	2026-07-13T14:32:43.0000000000Z
LiCl	LiDA-1/gromacs/run_min/step4.0_minimization.edr	60308	2026-07-13T14:32:43.0000000000Z
LiCl	LiDA-1/gromacs/run_prod_20ns/step5_production_20ns.edr	1273368	2026-07-13T14:32:43.0000000000Z
LiCl	LiDA-1/gromacs/umbrella_sampling/bound_place_min/min.edr	70712	2026-07-18T01:32:40.7811138810Z
LiCl	LiDA-1/gromacs/umbrella_sampling/bound_place_min/min.trr	239424	2026-07-18T01:32:40.7821138750Z
LiCl	LiDA-1/gromacs/umbrella_sampling/pull/pull.cpt	480940	2026-07-18T02:38:41.8698875460Z
LiCl	LiDA-1/gromacs/umbrella_sampling/pull/pull.edr	649400	2026-07-18T02:38:41.8908875300Z
LiCl	LiDA-1/gromacs/umbrella_sampling/pull/pull.xtc	70897076	2026-07-18T02:38:41.8718875440Z
LiCl	LiDA-1/gromacs/umbrella_sampling/pull/pull_prev.cpt	480664	2026-07-18T02:38:41.8708875450Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_000_0.17nm/umbrella.cpt	480960	2026-07-19T16:21:58.7392093770Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_000_0.17nm/umbrella.edr	1297400	2026-07-19T16:21:58.7722094300Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_000_0.17nm/umbrella.xtc	141724024	2026-07-19T16:21:58.7422093820Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_000_0.17nm/umbrella_eq.cpt	480980	2026-07-18T05:47:38.9199472960Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_000_0.17nm/umbrella_eq.edr	325400	2026-07-18T05:47:38.9519472820Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_000_0.17nm/umbrella_eq.xtc	35483632	2026-07-18T05:47:38.9239472950Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_000_0.17nm/umbrella_eq_prev.cpt	480704	2026-07-18T05:47:38.9219472950Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_000_0.17nm/umbrella_prev.cpt	479892	2026-07-19T16:21:58.7402093790Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_001_0.24nm/umbrella.cpt	480960	2026-07-19T06:57:27.6338887570Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_001_0.24nm/umbrella.edr	1297400	2026-07-19T06:57:27.6678887750Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_001_0.24nm/umbrella.xtc	141720756	2026-07-19T06:57:27.6378887590Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_001_0.24nm/umbrella_eq.cpt	480980	2026-07-18T05:51:01.2088645440Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_001_0.24nm/umbrella_eq.edr	325400	2026-07-18T05:51:01.2418645320Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_001_0.24nm/umbrella_eq.xtc	35483300	2026-07-18T05:51:01.2118645430Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_001_0.24nm/umbrella_eq_prev.cpt	479912	2026-07-18T05:51:01.2098645440Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_001_0.24nm/umbrella_prev.cpt	479892	2026-07-19T06:57:27.6358887580Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_002_0.32nm/umbrella.cpt	480960	2026-07-22T10:18:18.4913379890Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_002_0.32nm/umbrella.edr	1297400	2026-07-22T10:18:18.5293380470Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_002_0.32nm/umbrella.xtc	141722628	2026-07-22T10:18:18.4973379980Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_002_0.32nm/umbrella_eq.cpt	480980	2026-07-18T05:48:31.1999240640Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_002_0.32nm/umbrella_eq.edr	325400	2026-07-18T05:48:31.2329240500Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_002_0.32nm/umbrella_eq.xtc	35483840	2026-07-18T05:48:31.2029240630Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_002_0.32nm/umbrella_eq_prev.cpt	480704	2026-07-18T05:48:31.2009240640Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_002_0.32nm/umbrella_prev.cpt	480684	2026-07-22T10:18:18.4953379950Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_003_0.39nm/umbrella.cpt	480960	2026-07-22T21:04:52.5888010540Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_003_0.39nm/umbrella.edr	1297400	2026-07-22T21:04:52.6498010640Z
LiCl	LiDA-1/gromacs/umbrella_sampling/window_003_0.39nm/umbrella.xtc	141723424	2026-07-22T21:04:52.5948010550Z
