candidate_id	ion_resname	target_atom	representative_time_ps	window_id	target_distance_nm	status	path
LiD3-Core	SOD	191	6470.000	pull		grompp_failed	/root/LiSPER_remote/LiSPER_8cand_NaCl_prod_worker/systems/LiD3-Core/gromacs/umbrella_sampling/pull
