candidate_id	ion_resname	target_atom	representative_time_ps	initial_distance_nm	pull_ns	window_ns	window_spacing_nm	requested_window_extension_nm	effective_window_extension_nm	box_min_vector_nm	pbc_safe_max_distance_nm	pbc_safe_fraction	pbc_margin_nm
LiD3-Core	SOD	191	6470.000	1.5029	0.500	1.000	0.100	2.000	2.000	8.2902	3.6806	0.450	0.050
