candidate	site_lock_id	rule	status	bound_min_nm	bound_max_nm	ref_min_nm	ref_max_nm
LiDA-1	central_Asp7_Asp9	shared_start_to_bound_cutoff__final_shared_non_guard_reference	LOCKED_PRE_PMF	0.4036	0.5500	1.8166	2.1166
