ion	candidate	window	file	bytes	verification
NaCl	LiD3-Core	window_006_0.87nm	umbrella.xtc	318985628	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_007_0.95nm	umbrella_eq.xtc	79865736	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_007_0.95nm	umbrella.xtc	318983284	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_000_0.42nm	umbrella_eq.xtc	79865792	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_000_0.42nm	umbrella.xtc	318984992	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_009_1.10nm	umbrella_eq.xtc	79865172	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_009_1.10nm	umbrella.xtc	318984720	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_013_1.40nm	umbrella_eq.xtc	79865848	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_013_1.40nm	umbrella.xtc	318985584	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_003_0.65nm	umbrella_eq.xtc	79865624	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_003_0.65nm	umbrella.xtc	318985044	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_005_0.80nm	umbrella_eq.xtc	79865484	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_005_0.80nm	umbrella.xtc	318984588	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_011_1.25nm	umbrella_eq.xtc	79865704	finished_mdrun+final_gro+critical_sha256
NaCl	LiD3-Core	window_011_1.25nm	umbrella.xtc	318983984	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_006_1.32nm	umbrella_eq.xtc	82892356	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_006_1.32nm	umbrella.xtc	331074948	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_004_1.17nm	umbrella_eq.xtc	82893276	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_004_1.17nm	umbrella.xtc	331075048	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_002_1.02nm	umbrella_eq.xtc	82892964	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_002_1.02nm	umbrella.xtc	331075936	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_000_0.87nm	umbrella_eq.xtc	82892504	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_000_0.87nm	umbrella.xtc	331075412	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_003_1.10nm	umbrella_eq.xtc	82892960	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_003_1.10nm	umbrella.xtc	331076260	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_012_1.77nm	umbrella_eq.xtc	82892640	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_012_1.77nm	umbrella.xtc	331074360	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_013_1.85nm	umbrella_eq.xtc	82892556	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_013_1.85nm	umbrella.xtc	331075188	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_011_1.70nm	umbrella_eq.xtc	82893180	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_011_1.70nm	umbrella.xtc	331075424	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_008_1.47nm	umbrella_eq.xtc	82892392	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_008_1.47nm	umbrella.xtc	331074592	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_009_1.55nm	umbrella_eq.xtc	82892832	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_009_1.55nm	umbrella.xtc	331078560	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_007_1.40nm	umbrella_eq.xtc	82893292	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_007_1.40nm	umbrella.xtc	331074688	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_001_0.95nm	umbrella_eq.xtc	82893032	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_001_0.95nm	umbrella.xtc	331074780	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_005_1.25nm	umbrella_eq.xtc	82892464	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_005_1.25nm	umbrella.xtc	331075752	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_010_1.62nm	umbrella_eq.xtc	82893020	finished_mdrun+final_gro+critical_sha256
NaCl	LiA3-Ref	window_010_1.62nm	umbrella.xtc	331074336	finished_mdrun+final_gro+critical_sha256
NaCl	LiDS-1	window_025_2.70nm	umbrella_eq.xtc	52555668	finished_mdrun+final_gro+critical_sha256
NaCl	LiDS-1	window_025_2.70nm	umbrella.xtc	209904228	finished_mdrun+final_gro+critical_sha256
NaCl	LiDS-1	window_024_2.63nm	umbrella_eq.xtc	52554780	finished_mdrun+final_gro+critical_sha256
NaCl	LiDS-1	window_024_2.63nm	umbrella.xtc	209902276	finished_mdrun+final_gro+critical_sha256
NaCl	LiDS-1	window_026_2.78nm	umbrella_eq.xtc	52554964	finished_mdrun+final_gro+critical_sha256
NaCl	LiDS-1	window_026_2.78nm	umbrella.xtc	209904132	finished_mdrun+final_gro+critical_sha256
NaCl	LiND-Hybrid	window_001_0.59nm	umbrella_eq.xtc	124115196	finished_mdrun+final_gro+critical_sha256
NaCl	LiND-Hybrid	window_001_0.59nm	umbrella.xtc	495719352	finished_mdrun+final_gro+critical_sha256
NaCl	LiND-Hybrid	window_000_0.51nm	umbrella_eq.xtc	124116112	finished_mdrun+final_gro+critical_sha256
NaCl	LiND-Hybrid	window_000_0.51nm	umbrella.xtc	495720152	finished_mdrun+final_gro+critical_sha256
NaCl	LiND-Hybrid	window_002_0.66nm	umbrella_eq.xtc	124115628	finished_mdrun+final_gro+critical_sha256
NaCl	LiND-Hybrid	window_002_0.66nm	umbrella.xtc	495719612	finished_mdrun+final_gro+critical_sha256
NaCl	LiND-Hybrid	window_003_0.74nm	umbrella_eq.xtc	124116056	finished_mdrun+final_gro+critical_sha256
NaCl	LiND-Hybrid	window_003_0.74nm	umbrella.xtc	495719380	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_010_1.37nm	umbrella_eq.xtc	80023668	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_010_1.37nm	umbrella.xtc	319617568	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_000_0.62nm	umbrella_eq.xtc	80023656	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_000_0.62nm	umbrella.xtc	319615028	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_008_1.22nm	umbrella_eq.xtc	80023636	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_008_1.22nm	umbrella.xtc	319615964	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_006_1.07nm	umbrella_eq.xtc	80024216	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_006_1.07nm	umbrella.xtc	319615964	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_002_0.77nm	umbrella_eq.xtc	80024420	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_002_0.77nm	umbrella.xtc	319616040	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_001_0.70nm	umbrella_eq.xtc	80023848	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_001_0.70nm	umbrella.xtc	319615824	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_003_0.85nm	umbrella_eq.xtc	80023388	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_003_0.85nm	umbrella.xtc	319615548	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_004_0.92nm	umbrella_eq.xtc	80023828	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_004_0.92nm	umbrella.xtc	319615148	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_005_1.00nm	umbrella_eq.xtc	80023548	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_005_1.00nm	umbrella.xtc	319616580	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_011_1.45nm	umbrella_eq.xtc	80024532	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_011_1.45nm	umbrella.xtc	319614640	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_007_1.15nm	umbrella_eq.xtc	80023000	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_007_1.15nm	umbrella.xtc	319615564	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_009_1.30nm	umbrella_eq.xtc	80023448	finished_mdrun+final_gro+critical_sha256
NaCl	LiN3-Core	window_009_1.30nm	umbrella.xtc	319614600	finished_mdrun+final_gro+critical_sha256
