candidate_id	ion_resname	target_atom	representative_time_ps	initial_distance_nm	pull_ns	window_ns	window_spacing_nm	requested_window_extension_nm	effective_window_extension_nm	box_min_vector_nm	pbc_safe_max_distance_nm	pbc_safe_fraction	pbc_margin_nm
LiDA-1	SOD	125	18360.000	1.3237	0.500	1.000	0.100	2.000	1.400	6.3443	2.8049	0.450	0.050
