candidate_id	ion_resname	target_atom	representative_time_ps	reaction_coordinate	binding_site_atoms	initial_distance_nm	pull_ns	window_eq_ns	window_ns	window_spacing_nm	requested_window_extension_nm	effective_window_extension_nm	box_min_vector_nm	pbc_safe_max_distance_nm	pbc_safe_fraction	pbc_margin_nm	donor_cutoff_nm
LiDS-1	LIT	128	13160.000	BINDING_SITE_to_TARGET_ION	71,70,61,54,73,87	0.3798	1.000	0.500	2.000	0.075	2.000	1.950	7.2243	3.2009	0.450	0.050	0.400
