candidate	status	estimand	standard_state	sign_convention	temperature_k	delta_g_li_kjmol	delta_g_na_kjmol	delta_delta_g_kjmol	bound_min_nm	bound_max_nm	ref_min_nm	ref_max_nm	diagnostic_warnings	endpoint_span_li_kjmol	endpoint_span_na_kjmol	half_difference_li_kjmol	burnin_max_shift_li_kjmol	histogram_min_support_li	histogram_weak_bins_li	half_difference_na_kjmol	burnin_max_shift_na_kjmol	histogram_min_support_na	histogram_weak_bins_na	bootstrap_unc_li_kjmol	bootstrap_unc_na_kjmol	bootstrap_unc_ddg_kjmol	iact_min_li_ps	iact_median_li_ps	iact_max_li_ps	iact_min_na_ps	iact_median_na_ps	iact_max_na_ps
LiDA-1	ESTIMATE_READY	radially_corrected_endpoint_referenced_pmf_binding_difference	no	negative_delta_delta_g_means_Li_preference	298.15	-18.023	1.317	-19.340	0.4036	0.5500	1.8166	2.1166		0.361	0.440	6.641	3.518	2	0	2.131	0.321	3	0	1.571	3.286	3.642	0.768	1.247	201.518	0.809	1.315	12.622
