candidate_id	ion_resname	target_atom	representative_time_ps	window_id	target_distance_nm	status	path
LiA3-Ref	LIT	174	5840.000	000	1.3773	complete	/root/LiSPER_remote/LiSPER_8cand_LiCl/systems/LiA3-Ref/gromacs/umbrella_sampling/window_000_1.38nm
