candidate	status	estimand	standard_state	sign_convention	temperature_k	delta_g_li_kjmol	delta_g_na_kjmol	delta_delta_g_kjmol	bound_min_nm	bound_max_nm	ref_min_nm	ref_max_nm	diagnostic_warnings	endpoint_span_li_kjmol	endpoint_span_na_kjmol	half_difference_li_kjmol	burnin_max_shift_li_kjmol	histogram_min_support_li	histogram_weak_bins_li	half_difference_na_kjmol	burnin_max_shift_na_kjmol	histogram_min_support_na	histogram_weak_bins_na	bootstrap_unc_li_kjmol	bootstrap_unc_na_kjmol	bootstrap_unc_ddg_kjmol	iact_min_li_ps	iact_median_li_ps	iact_max_li_ps	iact_min_na_ps	iact_median_na_ps	iact_max_na_ps
LiD3-Core	ESTIMATE_READY	radially_corrected_endpoint_referenced_pmf_binding_difference	no	negative_delta_delta_g_means_Li_preference	298.15	-4.927	-1.296	-3.630	0.4136	0.5500	2.0438	2.3438		0.430	0.525	4.284	0.390	2	0	1.048	0.353	3	0	1.268	6.209	6.337	0.831	1.245	142.367	0.820	1.289	99.346
