candidate_id	ion_resname	target_atom	representative_time_ps	window_id	target_distance_nm	status	path
LiDA-1	LIT	128	3580.000	000	0.9449	complete	/root/LiSPER_remote/LiSPER_8cand_LiCl/systems/LiDA-1/gromacs/umbrella_sampling/window_000_0.94nm
LiDA-1	LIT	128	3580.000	001	1.0449	complete	/root/LiSPER_remote/LiSPER_8cand_LiCl/systems/LiDA-1/gromacs/umbrella_sampling/window_001_1.04nm
