candidate_id	status	run_dir
LiD3-1	equilibrated	/root/LiSPER_remote/LiSPER_NaCl/systems/LiD3-1/gromacs/run_eq
StrongBind-Li	equilibrated	/root/LiSPER_remote/LiSPER_NaCl/systems/StrongBind-Li/gromacs/run_eq
